dt,open,high,low,close,volume
2026-07-01,729.190002,731.919983,724.599976,725.169983,40803800
2026-07-02,725.580017,730.830017,707.559998,712.599976,50959800
2026-07-06,719.929993,726.080017,718.450012,722.820007,30220400
2026-07-07,714.169983,716.349976,704.900024,709.429993,42483100
2026-07-08,704.950012,712.26001,700.909973,711.440002,35603200
2026-07-09,718.330017,724.22998,715.130005,723.280029,33654700
2026-07-10,720.700012,726.390015,717.0,725.51001,26415900
2026-07-13,717.719971,718.73999,710.080017,711.73999,36552400
2026-07-14,720.219971,722.289978,714.340027,719.690002,29448100
2026-07-15,723.849976,724.359985,710.22998,717.73999,32627600
2026-07-16,712.01001,713.599976,702.609985,705.940002,39402000
2026-07-17,691.650024,702.299988,686.76001,695.330017,54109300
2026-07-20,702.159973,705.799988,695.51001,696.059998,29687600
2026-07-21,706.570007,710.049988,702.799988,708.969971,33728300
2026-07-22,703.619995,709.650024,703.619995,705.349976,23692200
2026-07-23,694.669983,698.659973,687.789978,691.960022,44028600
2026-07-24,690.409973,692.630005,682.47998,684.22998,42876700
2026-07-27,691.679993,692.299988,675.950012,682.119995,42681500
2026-07-28,676.22998,679.400024,667.880005,675.48999,51398700
2026-07-29,675.51001,680.049988,661.140015,661.72998,57233300
2026-07-30,674.76001,685.119995,673.299988,683.549988,66753700
2026-07-31,692.109985,695.77002,680.049988,687.98999,50540500
2026-08-03,688.299988,701.590027,685.820007,700.070007,44965100
2026-08-04,708.159973,725.659973,707.530029,723.849976,59778600
2026-08-05,726.25,728.539978,716.919983,717.299988,33540200
2026-08-06,710.820007,719.320007,708.5,714.650024,33035900
2026-08-07,720.150024,723.630005,716.51001,723.030029,31070400
2026-08-10,722.390015,724.669983,720.330017,720.869995,26243200
2026-08-11,723.289978,723.349976,715.5,718.450012,29286100
2026-08-12,727.080017,727.25,722.919983,723.700012,29066000
2026-08-13,725.150024,733.960022,724.030029,732.070007,31599700
2026-08-14,733.409973,734.390015,728.320007,731.070007,23790600
2026-08-17,732.950012,734.580017,729.27002,729.869995,26452600
2026-08-18,720.210022,722.130005,715.919983,717.51001,48997200
2026-08-19,720.390015,721.5,712.609985,716.080017,35801700
2026-08-20,712.090027,714.940002,708.52002,710.929993,33396400
2026-08-21,715.22998,715.669983,709.200012,713.440002,33399400
2026-08-24,709.659973,709.789978,702.700012,706.320007,37443100
2026-08-25,711.219971,714.039978,707.450012,710.719971,23869600
2026-08-26,708.409973,713.02002,707.969971,711.369995,20392400
2026-08-27,716.929993,721.349976,714.530029,721.109985,28723500
2026-08-28,719.73999,724.130005,715.090027,716.429993,34105400
2026-08-31,715.169983,717.580017,713.159973,716.76001,32237200
2026-09-01,707.390015,712.299988,704.659973,707.640015,35236100
2026-09-02,707.099976,709.799988,705.099976,709.23999,23476200
2026-09-03,710.849976,718.919983,709.690002,717.669983,29449800
2026-09-04,719.349976,721.859985,716.559998,718.960022,32871100
2026-09-08,720.909973,721.890015,715.570007,718.359985,28341400
2026-09-09,716.400024,719.700012,714.02002,716.309998,26763400
2026-09-10,707.549988,712.059998,706.859985,708.690002,31250100
